621,0,1,0
625,0,0,1
627,0,1,0
628,0,0,1
629,0,0,1
631,0,0,1
632,1,1,0
633,1,0,0
635,0,1,0
639,1,0,1
641,0,1,0
642,1,0,0
643,0,0,1
644,0,1,0
645,1,0,0
647,0,1,1
648,0,1,0
649,0,1,0
650,0,1,0
652,0,1,0
653,0,1,0
654,0,0,1
655,0,1,0
658,0,0,1
659,1,0,0
661,0,1,0
664,0,0,1
666,0,1,0
667,1,0,0
668,1,0,0
669,1,0,0
670,1,0,0
671,1,0,0
672,1,0,0
673,0,0,1
674,1,0,0
675,0,1,0
676,0,1,0
677,0,1,0
685,1,0,0
686,1,0,0
688,1,0,0
689,0,0,1
690,0,1,1
692,1,0,0
694,0,1,0
695,1,0,0
696,0,0,1
697,0,0,1
699,0,0,1
700,1,0,0
701,1,0,0
704,1,0,0
705,1,0,0
706,1,0,0
707,1,0,0
708,0,0,1
709,0,1,0
710,0,1,0
711,1,0,1
712,1,0,0
713,0,1,0
717,1,0,0
718,1,0,0
719,0,0,1
723,1,0,0
724,1,0,0
725,1,0,0
726,1,0,1
728,0,1,0
729,0,1,0
730,1,0,0
735,1,0,0
736,0,1,0
737,0,0,1
738,1,0,0
739,0,1,0
743,1,0,0
744,1,0,0
746,0,0,1
749,0,1,0
750,0,1,0
751,0,0,1
753,1,0,0
754,0,1,0
756,1,1,0
757,1,0,0
758,1,1,0
759,0,1,0
760,0,1,0
761,0,1,0
762,1,0,0
763,1,0,0
764,1,0,0
765,1,0,0
767,1,0,0
770,0,1,0
771,0,0,1
773,0,1,0
774,1,0,0
775,0,1,0
776,1,0,0
779,1,0,0
781,0,0,1
782,0,0,1
783,0,1,0
785,1,0,0
786,1,0,0
790,0,1,1
791,1,0,0
792,1,0,0
793,1,0,0
798,0,0,1
799,0,1,0
800,1,0,0
801,1,0,0
802,0,0,1
803,1,0,0
804,1,0,0
805,0,1,0
806,1,0,0
807,0,0,1
808,1,0,0
814,0,0,1
815,1,0,0
816,0,1,0
817,0,0,1
819,0,1,0
820,0,1,0
823,0,1,0
824,1,1,0
825,1,0,0
826,1,0,0
828,0,1,0
829,1,0,0
830,1,0,0
832,0,1,0
833,0,0,1
834,0,0,1
835,1,0,0
837,1,0,0
838,0,0,1
842,1,0,0
844,0,1,0
846,0,0,1
847,1,1,0
848,1,0,0
849,1,0,0
851,0,1,0
852,1,0,0
854,0,1,0
857,0,1,0
860,0,1,0
861,0,1,0
862,1,0,0
863,1,0,0
864,1,0,0
865,0,1,0
867,1,0,0
868,1,0,0
872,0,0,1
875,1,0,0
876,1,0,0
877,0,1,0
879,0,1,0
880,1,0,0
882,1,0,0
884,0,1,0
887,1,0,0
889,1,0,0
890,0,0,1
891,1,0,0
894,0,1,1
895,1,0,0
898,1,0,0
899,1,0,0
904,1,0,0
907,0,1,0
908,0,0,1
910,0,0,1
911,1,1,0
913,1,0,0
915,1,0,0
916,1,0,0
919,1,0,0
921,1,0,0
923,1,0,0
925,1,0,0
927,0,1,0
930,1,0,0
931,1,0,0
932,1,0,0
933,0,1,0
934,1,0,0
935,0,0,1
936,1,0,0
937,0,0,1
939,1,0,1
940,0,1,0
941,1,0,0
942,1,0,0
944,1,0,0
945,1,0,0
947,0,1,1
950,1,0,0
951,0,1,0
953,1,0,0
955,0,1,0
956,0,1,0
960,0,0,1
962,1,0,0
963,1,0,0
964,1,0,0
965,1,0,0
966,1,0,0
970,1,0,0
973,0,1,0
974,1,0,0
976,1,0,0
977,0,0,1
979,0,1,1
981,1,0,0
982,1,0,0
983,1,0,0
985,1,0,0
986,0,1,0
987,0,1,0
990,1,0,0
993,1,0,0
994,1,0,0
995,0,0,1
996,1,0,0
997,0,1,0
1000,0,1,0
1001,1,0,0
1004,0,1,0
1007,1,0,0
1008,1,1,0
1009,0,1,0
1010,0,1,0
1011,1,0,0
1012,1,0,0
1013,1,0,0
1016,1,0,0
1017,1,0,0
1018,0,0,1
1021,1,0,0
1023,1,0,0
1024,1,0,0
1025,0,0,1
1026,0,1,0
1027,0,1,0
1029,1,0,0
1032,1,0,0
1033,1,0,0
1034,0,1,0
1036,1,0,0
1037,1,0,0
1038,1,0,0
1039,0,0,1
1041,0,0,1
1042,0,1,0
1043,0,1,0
1045,1,0,0
1049,1,0,0
1052,1,0,0
1053,0,1,0
1055,1,0,0
1056,0,0,1
1057,1,0,0
1058,1,1,0
1059,1,0,0
1060,1,0,0
1061,0,0,1
1062,0,1,0
1063,0,1,0
1066,1,0,0
1067,1,0,0
1068,0,1,0
1073,0,0,1
1074,0,1,0
1075,0,1,0
1076,1,0,0
1078,1,0,0
1081,1,0,0
1082,0,0,1
1083,1,0,0
1084,1,0,0
1088,0,0,1
1089,1,0,0
1091,0,1,0
1092,1,0,0
1093,1,0,0
1095,0,1,0
1096,0,1,0
1099,1,0,0
1100,1,0,0
1106,0,0,1
1109,0,1,0
1113,1,0,0
1114,0,1,0
1119,1,0,0
1121,1,0,0
1122,0,1,0
1123,1,0,0
1124,0,1,0
1125,0,0,1
1127,0,0,1
1128,1,0,0
1129,1,0,0
1130,0,1,0
1133,0,0,1
1135,0,1,0
1138,0,0,1
1139,0,1,1
1140,0,0,1
1141,1,0,0
1145,0,1,0
1146,1,0,0
1147,0,1,0
1149,0,1,0
1150,1,0,0
1151,1,0,0
1153,0,1,0
1155,1,0,0
1156,0,1,0
1157,1,0,0
1158,0,1,0
1160,1,0,0
1161,1,0,0
1163,1,0,0
1167,1,0,0
1168,1,0,0
1169,0,0,1
1170,0,0,1
1173,0,0,1
1174,0,1,0
1175,0,1,0
1176,1,0,0
1178,0,0,1
1179,1,0,0
1180,1,0,0
1181,1,0,0
1182,0,1,0
1183,1,0,0
1185,0,1,0
1186,1,0,0
1187,1,0,0
1188,1,0,0
1189,1,1,0
1190,0,0,1
1191,0,0,1
1192,0,1,0
1195,0,1,0
1198,1,0,0
1199,1,0,0
1200,1,1,0
1201,0,1,0
1202,1,0,0
1204,1,0,0
1206,0,1,0
1208,1,0,0
1209,0,1,0
1212,1,0,0
1219,1,0,0
1220,0,1,0
1221,0,1,0
1224,1,0,0
1227,1,0,0
1229,1,0,0
1230,1,0,0
1231,0,1,0
1232,1,0,0
1233,0,1,1
1234,0,0,1
1237,0,1,0
1238,0,1,0
1240,0,0,1
1243,1,0,0
1245,0,1,0
1246,0,1,0
1249,1,0,0
1250,1,0,0
1252,1,0,0
1253,0,0,1
1254,1,0,0
1256,1,0,1
1259,0,0,1
1260,1,0,0
1261,1,0,0
1263,0,1,0
1267,0,1,0
1268,1,0,0
1270,1,0,0
1272,0,1,0
1273,1,0,0
1275,0,1,1
1276,1,0,0
1277,0,1,0
1278,0,0,1
1279,1,0,0
1280,0,1,0
1281,1,0,0
1285,1,0,0
1286,1,0,0
1287,1,1,0
1288,1,0,0
1289,1,0,0
1290,1,0,0
1291,0,1,0
1292,1,0,0
1293,1,0,0
1294,0,1,0
1297,0,1,0
1298,0,1,0
1300,0,1,0
1301,1,0,0
1302,0,1,0
1303,0,1,0
1304,1,0,0
1305,0,0,1
1306,1,0,0
1307,0,0,1
1311,1,0,0
1313,0,0,1
1315,1,0,0
1316,1,1,0
1317,0,0,1
1319,0,1,0
1322,0,0,1
1323,0,1,0
1325,1,0,0
1326,0,1,1
1327,1,0,0
1328,1,0,0
1329,1,1,0
1330,0,0,1
1331,0,0,1
1332,0,1,0
1333,1,0,0
1334,0,1,0
1335,0,1,0
1336,1,0,0
1338,1,0,0
1339,0,0,1
1340,1,0,0
1344,0,0,1
1345,0,0,1
1346,1,1,0
1347,1,1,0
1348,1,0,0
1350,1,0,0
1353,1,0,0
1354,1,0,0
1356,1,0,0
1358,1,0,0
1359,1,0,0
1360,1,0,0
1361,1,0,0
1362,0,1,0
1363,0,1,0
1364,1,0,0
1365,1,0,0
1366,0,1,0
1368,0,0,1
1369,1,0,0
1370,0,1,0
1371,0,1,0
1372,0,0,1
1374,1,0,0
1375,0,1,0
1376,1,0,0
1377,1,0,0
1384,1,0,0
1386,0,1,0
1388,1,0,0
1390,0,1,0
1391,1,0,0
1392,1,0,0
1393,0,1,0
1394,0,1,0
1396,1,0,0
1403,1,0,0
1404,0,1,0
1407,1,0,0
1408,1,0,0
1410,1,0,0
1411,1,0,0
1413,1,1,0
1414,1,0,0
1417,1,0,1
1419,1,0,0
1420,0,0,1
1422,1,0,0
1426,1,0,0
1427,0,0,1
1429,1,0,0
1431,1,0,0
1432,1,1,0
1435,1,0,0
1437,0,0,1
1439,1,0,0
1440,1,0,0
1442,1,0,0
1443,1,0,0
1445,1,0,0
1448,0,1,0
1450,1,0,0
1452,0,0,1
1453,0,0,1
1454,1,0,0
1458,1,0,0
1459,1,0,0
1460,1,0,0
1461,0,1,0
1462,0,1,0
1464,0,1,0
1465,0,1,1
1466,1,1,0
1467,0,0,1
1468,1,0,0
1469,1,0,0
1471,0,0,1
1474,0,1,0
1475,0,1,0
1477,0,0,1
1480,1,0,0
1481,0,1,0
1483,0,0,1
1484,1,0,0
1486,1,0,0
1487,1,0,0
1489,1,0,0
1491,0,1,0
1493,0,0,1
1494,0,1,0
1496,0,0,1
1497,0,0,1
1498,0,0,1
1502,0,0,1
1505,0,1,0
1506,1,0,0
1507,1,0,0
1508,0,0,1
1510,1,0,0
1511,0,0,1
1512,1,0,0
1514,1,0,0
1515,0,1,0
1516,0,1,0
1518,1,0,0
1519,1,0,0
1520,1,0,0
1521,0,1,0
1522,0,1,0
1524,0,1,0
1525,0,1,0
1526,1,0,0
1531,0,1,0
1532,1,0,0
1535,0,1,0
1536,0,0,1
1539,0,1,0
1541,0,1,0
1545,0,1,1
1549,1,0,0
1550,0,1,0
1551,1,1,1
1552,1,0,0
1554,1,0,0
1558,1,0,0
1559,1,0,0
1560,1,0,0
1561,1,0,0
1562,1,0,0
1563,1,1,0
1564,1,0,0
1567,1,0,0
1569,1,0,0
1571,0,0,1
1573,1,1,0
1575,0,1,0
1580,1,0,0
1581,1,0,0
1584,1,0,0
1585,1,0,0
1588,1,1,0
1589,1,0,0
1590,0,1,0
1591,1,0,0
1592,1,0,0
1593,1,0,0
1594,1,0,0
1596,0,0,1
1597,1,0,0
1598,0,0,1
1599,1,0,0
1600,0,0,1
1601,1,1,0
1602,1,0,0
1604,0,1,0
1605,0,1,0
1606,1,0,0
1607,0,0,1
1608,0,1,0
1609,1,0,0
1610,1,0,0
1611,1,1,0
1612,0,1,0
1613,1,0,0
1615,0,1,1
1622,0,0,1
1623,1,0,0
1627,1,0,0
1629,1,0,0
1630,0,0,1
1631,1,0,1
1633,0,1,0
1634,1,0,0
1635,1,0,0
1637,1,1,0
1640,1,0,0
1641,1,0,0
1642,1,0,0
1643,0,1,0
1647,1,0,0
1648,1,0,0
1649,1,0,0
1650,0,1,0
1651,0,1,0
1652,0,0,1
1654,1,0,0
1655,1,0,0
1660,1,0,0
1661,1,0,0
1662,0,1,0
1663,1,0,0
1667,0,0,1
1668,0,1,0
1669,0,1,0
1673,0,1,0
1676,0,1,1
1677,1,0,0
1679,1,0,0
1682,1,1,0
1683,0,0,1
1685,0,1,1
1686,1,0,0
1687,1,0,0
1688,1,1,0
1689,1,0,0
1690,1,0,0
1693,1,0,0
1696,1,0,0
1698,1,0,0
1700,0,1,0
1701,1,0,1
1703,0,1,0
1705,1,0,0
1706,1,0,0
1708,0,1,0
1710,0,0,1
1711,0,1,0
1713,0,0,1
1715,0,1,0
1717,0,0,1
1719,1,0,0
1720,1,0,0
1721,1,0,0
1722,0,1,0
1723,1,0,0
1725,0,1,0
1726,0,0,1
1727,1,0,0
1728,0,1,1
1731,0,1,0
1733,0,1,0
1734,0,1,0
1736,1,0,0
1737,0,0,1
1738,1,0,0
1741,0,1,0
1744,1,0,0
1747,1,0,0
1748,1,0,0
1750,1,0,0
1753,0,1,0
1755,0,1,0
1756,0,1,0
1757,0,1,0
1758,1,0,0
1760,1,0,0
1761,1,0,0
1763,1,0,0
1765,1,0,0
1766,0,1,0
1769,0,0,1
1772,0,0,1
1774,1,0,0
1775,1,1,0
1780,1,0,0
1781,0,0,1
1783,0,1,0
1784,1,0,0
1785,1,0,0
1786,1,1,0
1788,1,0,0
1791,0,1,0
1794,0,1,1
1796,0,1,0
1797,1,0,0
1799,0,1,0
1800,0,0,1
1801,0,1,0
1804,1,0,0
1807,1,0,0
1808,1,0,0
1811,1,0,0
1812,0,1,0
1815,1,0,0
1818,0,1,0
1819,0,0,1
1820,1,0,0
1821,1,0,0
1823,1,0,0
1825,1,0,0
1826,0,1,0
1827,1,0,0
1830,1,0,0
1831,1,0,0
1833,0,1,0
1836,1,0,0
1837,1,0,0
1838,1,0,0
1840,1,0,1
1841,1,0,0
1843,0,1,0
1844,1,0,0
1845,1,0,0
1846,1,0,0
1848,0,1,0
1850,0,1,1
1851,1,0,0
1853,1,0,0
1857,1,0,0
1859,0,1,1
1860,0,0,1
1862,1,0,0
1863,1,0,0
1866,0,1,0
1868,0,1,0
1869,1,0,0
1870,0,0,1
1871,0,0,1
1875,0,1,0
1879,0,0,1
1880,0,1,1
1881,0,1,0
1883,1,0,0
1884,0,1,1
1885,1,0,0
1886,0,1,0
1888,1,0,0
1889,1,0,0
1890,0,1,0
1891,0,1,0
1893,0,0,1
1894,0,1,0
1895,1,0,0
1896,1,0,0
1897,0,0,1
1898,1,0,0
1900,0,1,0
1901,0,1,0
1903,0,0,1
1905,1,0,0
1906,1,0,0
1911,1,0,0
1912,0,0,1
1913,0,0,1
1917,1,0,0
1918,1,0,0
1919,1,0,0
1920,1,0,0
1922,0,1,0
1923,1,0,0
1924,1,0,0
1925,0,1,0
1926,1,0,0
1927,0,1,0
1928,1,0,0
1929,1,0,0
1930,0,1,1
1931,0,1,0
1932,0,0,1
1933,1,0,0
1934,1,0,0
1935,1,0,0
1938,1,0,0
1939,1,0,0
1940,1,0,0
1943,0,0,1
1944,0,0,1
1945,0,0,1
1949,1,0,0
1950,1,0,0
1951,1,0,0
1953,1,0,0
1955,0,1,0
1956,1,0,0
1957,0,0,1
1958,1,0,0
1960,1,0,0
1961,1,0,0
1962,0,0,1
1963,0,1,0
1966,0,0,1
1968,0,1,0
1969,1,0,0
1970,1,0,0
1973,0,1,0
1975,0,1,0
1978,1,0,0
1982,0,0,1
1983,0,0,1
1984,0,1,0
1985,0,1,0
1986,1,0,0
1987,1,0,0
1989,0,1,0
1990,1,0,0
1992,0,0,1
1994,0,0,1
1995,1,0,0
1998,0,1,1
2002,1,0,0
2003,0,0,1
2004,0,1,0
2005,1,0,0
2006,1,0,0
2009,1,0,0
2011,1,0,0
2013,1,0,0
2014,0,0,1
2016,1,0,0
2018,1,1,0
2020,1,0,0
2022,1,0,0
2023,0,1,0
2024,0,0,1
2025,1,0,0
2027,0,1,0
2029,1,0,0
2031,0,1,0
2032,1,0,0
2033,1,1,0
2034,0,1,1
2035,1,0,0
2036,0,0,1
2037,0,1,0
2039,1,0,0
2040,1,0,0
2042,0,0,1
2043,0,1,0
2044,0,1,0
2045,1,0,0
2046,1,0,0
2047,1,0,0
2048,0,1,0
2049,0,1,0
2050,0,0,1
2051,0,1,0
2052,1,0,1
2053,0,0,1
2056,1,0,0
2059,1,0,0
2060,1,0,0
2061,0,1,0
2062,1,0,0
2063,0,1,0
2065,1,0,0
2069,1,0,0
2071,1,0,0
2072,0,0,1
2073,1,0,0
2075,0,0,1
2076,0,0,1
2078,1,0,0
2079,1,0,0
2080,0,1,1
2081,1,0,0
2083,0,0,1
2084,1,0,0
2085,0,1,0
2086,0,1,0
2087,1,0,0
2089,0,1,0
2090,1,0,0
2091,0,0,1
2093,0,1,0
2094,0,1,0
2095,1,0,0
2098,0,1,0
2101,1,0,0
2102,0,1,0
2104,1,0,0
2106,0,0,1
2107,1,0,0
2108,0,1,0
2109,1,0,0
2110,0,1,0
2111,1,0,0
2112,1,0,0
2115,0,0,1
2116,0,1,0
2119,1,0,0
2120,1,0,0
2121,0,0,1
2122,1,0,0
2124,1,0,0
2126,0,0,1
2127,1,0,0
2128,1,0,0
2129,1,0,0
2130,1,0,0
2131,0,1,0
2132,1,0,0
2133,1,0,0
2140,1,0,0
2142,0,1,1
2146,1,0,0
2149,0,0,1
2150,1,0,0
2152,1,0,0
2153,1,0,0
2154,1,0,0
2156,1,0,0
2158,1,0,0
2160,1,0,0
2161,1,0,0
2162,1,0,0
2163,1,0,0
2165,0,0,1
2167,1,0,0
2168,0,1,1
2171,1,0,0
2172,0,1,1
2173,1,1,0
2175,0,0,1
2176,0,0,1
2178,0,1,0
2179,1,0,0
2181,0,1,0
2182,0,1,0
2185,0,1,0
2188,0,1,0
2189,0,1,0
2191,1,0,1
2193,0,1,0
2194,1,0,0
2195,1,0,0
2196,1,0,0
2198,0,1,0
2201,1,0,0
2202,0,1,0
2203,1,1,0
2204,1,0,0
2206,0,1,0
2207,1,0,0
2210,1,0,0
2211,0,1,0
2212,0,1,0
2213,0,0,1
2215,1,0,0
2216,0,0,1
2218,0,1,0
2222,0,0,1
2223,0,1,0
2225,1,1,0
2226,1,0,0
2227,1,1,0
2228,1,0,0
2230,1,0,0
2231,0,1,0
2232,1,0,0
2234,1,0,0
2236,0,1,0
2238,1,0,0
2243,1,0,1
2244,0,0,1
2245,1,0,0
2246,1,0,1
2247,1,0,0
2248,1,0,0
2249,1,0,0
2252,1,0,1
2254,0,1,1
2255,1,0,0
2256,0,1,0
2257,0,1,0
2260,0,1,1
2261,1,0,0
2262,1,0,0
2263,1,0,0
2264,1,0,0
2265,0,1,0
2267,0,1,0
2270,1,0,0
2271,0,0,1
2276,1,0,0
2278,0,0,1
2279,1,0,0
2280,0,1,0
2283,0,1,0
2286,1,0,0
2288,1,0,0
2289,0,1,0
2291,0,1,0
2293,0,0,1
2294,1,0,0
2295,1,0,1
2296,0,1,0
2297,1,0,0
2301,1,0,0
2303,0,0,1
2310,1,0,1
2313,1,0,0
2315,0,0,1
2316,0,0,1
2317,0,1,0
2321,1,0,0
2322,0,0,1
2324,0,0,1
2325,1,0,0
2326,1,0,0
2328,1,1,0
2329,0,1,0
2330,1,0,0
2331,1,0,0
2332,1,0,0
2333,1,0,0
2336,1,0,0
2337,1,0,0
2339,1,0,0
2343,1,0,0
2344,0,1,0
2345,0,1,0
2346,0,0,1
2347,1,0,0
2349,0,1,0
2350,1,0,0
2351,1,0,0
2353,1,0,0
2356,1,0,0
2357,1,0,0
2358,0,0,1
2359,1,0,0
2360,0,1,0
2362,1,1,0
2365,0,0,1
2366,0,1,0
2367,0,1,0
2369,1,0,0
2371,0,0,1
2373,0,0,1
2374,0,0,1
2376,0,1,1
2378,0,0,1
2379,0,0,1
2384,0,1,0
2385,0,0,1
2386,1,0,0
2389,0,1,0
2390,0,1,1
2391,1,1,0
2393,1,0,0
2394,1,0,0
2395,1,0,0
2399,0,0,1
2400,0,1,0
2401,0,1,1
2403,1,0,0
2404,1,0,0
2407,0,1,0
2408,0,0,1
2411,0,0,1
2412,1,0,0
2413,0,1,0
2414,1,0,0
2417,1,0,0
2418,1,0,0
2419,0,1,1
2420,1,0,0
2421,1,0,0
2422,1,0,0
2423,1,0,0
2426,1,0,0
2427,1,0,0
2428,0,1,0
2429,1,0,0
2430,1,0,0
2436,1,0,0
2438,1,0,0
2441,1,0,0
2442,0,1,0
2443,0,0,1
2446,0,1,0
2447,0,1,1
2448,0,1,1
2451,0,0,1
2453,1,0,0
2454,0,0,1
2455,0,1,0
2456,1,0,0
2457,0,0,1
2459,1,0,0
2462,1,0,0
2463,0,1,0
2467,0,0,1
2468,1,0,0
2469,1,0,0
2470,0,1,0
2472,0,1,0
2473,1,0,0
2474,1,0,0
2475,0,1,0
2477,1,0,0
2478,0,1,0
2479,0,1,0
2480,1,0,0
2481,0,1,0
2482,1,0,0
2483,1,0,0
2484,0,1,1
2485,0,0,1
2487,0,0,1
2489,0,0,1
2491,1,0,0
2492,1,0,0
2494,1,0,0
2495,1,0,0
2502,0,0,1
2504,1,0,0
2505,0,1,0
2507,0,1,0
2508,1,0,0
2509,0,1,0
2510,1,0,0
2511,1,0,0
2512,1,0,0
2513,1,0,0
2515,0,1,0
2517,0,0,1
2519,0,0,1
2521,1,0,0
2522,1,0,0
2523,1,0,0
2526,0,1,0
2527,0,1,0
2528,0,1,0
2529,0,0,1
2530,1,0,0
2532,1,0,0
2533,1,0,0
2534,0,1,0
2536,1,0,0
2538,0,0,1
2540,1,0,0
2543,0,0,1
2544,1,0,0
2545,1,0,0
2547,1,1,0
2548,0,0,1
2549,1,0,0
2550,1,0,0
2551,1,1,0
2552,0,0,1
2553,1,0,0
2554,0,0,1
2555,0,1,0
2556,1,0,0
2558,1,0,0
2559,0,1,0
2561,0,1,0
2562,1,1,0
2563,0,1,0
2568,1,1,0
2570,1,0,0
2572,1,0,0
2573,1,0,0
2574,1,0,0
2578,1,0,0
2579,0,0,1
2582,1,0,0
2583,1,0,0
2584,0,0,1
2585,1,0,0
2586,0,0,1
2587,0,1,0
2590,0,1,0
2591,0,1,0
2593,1,0,0
2595,1,0,0
2597,1,0,0
2598,0,1,0
2600,1,0,0
2601,0,1,0
2602,0,1,0
2603,1,0,0
2604,1,0,0
2605,0,1,0
2609,1,1,0
2610,0,0,1
2611,1,0,0
2612,1,0,0
2616,1,0,0
2617,1,0,0
2619,0,1,0
2620,1,0,0
2621,1,0,0
2623,1,0,0
2625,1,0,0
2629,1,0,0
2630,0,1,0
2632,1,0,0
2633,1,0,0
2634,1,0,0
2636,0,0,1
2638,1,0,0
2640,1,0,0
2643,0,1,0
2645,1,0,1
2646,0,1,0
2647,1,0,0
2650,0,1,0
2651,0,1,0
2652,1,1,0
2654,1,0,1
2655,1,0,0
2657,0,1,0
2658,1,1,0
2659,1,0,0
2661,0,1,0
2664,1,0,0
2665,1,0,0
2667,1,0,0
2668,1,0,0
2669,1,0,0
2672,1,0,0
2673,0,0,1
2676,1,0,0
